1081532,0.84,1.85
1081547,0.90,1.86
1081561,0.90,1.86
1082526,0.90,1.86
1082540,0.90,1.86
1082555,0.98,1.92
1082569,0.98,1.92
1083539,0.98,1.92
1083554,0.98,1.92
1083569,0.93,1.87
1084533,0.93,1.87
1084547,0.93,1.87
1084562,0.93,1.87
1084577,0.94,1.92
1085539,0.94,1.92
1085553,0.94,1.92
1085568,0.94,1.92
1086539,0.94,1.86
1086554,0.94,1.86
1086568,0.94,1.86
1087526,0.92,1.87
1087540,0.92,1.87
1087555,0.92,1.87
1087570,0.92,1.87
1088538,0.89,1.90
1088553,0.89,1.90
1088567,0.89,1.90
1089532,0.89,1.90
1089546,0.85,1.94
1089561,0.85,1.94
1090526,0.85,1.94
1090541,0.85,1.94
1090556,0.81,1.99
1090571,0.81,1.99
1091539,0.81,1.99
1091554,0.81,1.99
1091569,0.76,1.96
1092533,0.76,1.96
1092548,0.76,1.96
1092563,0.76,1.96
1093525,0.71,2.03
1093540,0.71,2.03
1093554,0.71,2.03
1093569,0.71,2.03
1094538,0.67,2.03
1094553,0.67,2.03
1094567,0.67,2.03
1095528,0.67,1.92
1095543,0.62,1.92
1095558,0.62,1.92
1095573,0.62,1.92
1096539,0.58,1.91
1096554,0.58,1.91
1096569,0.58,1.91
1097535,0.58,1.91
1097550,0.54,1.99
1097565,0.54,1.99
1098526,0.54,1.99
1098541,0.54,1.99
1098556,0.51,1.98
1098571,0.51,1.98
1099539,0.51,1.98
1099554,0.51,1.98
1099569,0.47,1.98
1100533,0.47,1.98
1100548,0.47,1.98
1100563,0.47,1.98
1101526,0.42,1.86
1101540,0.42,1.86
1101555,0.42,1.86
1101570,0.42,1.86
1102539,0.32,1.92
1102554,0.32,1.92
1102569,0.32,1.92
1103532,0.32,1.92
1103547,0.36,1.98
1103562,0.36,1.98
1103577,0.36,1.98
1104539,0.33,1.95
1104554,0.33,1.95
1104569,0.33,1.95
1105538,0.33,1.95
1105553,0.28,1.89
1105568,0.28,1.89
1106526,0.28,1.89
1106541,0.28,1.89
1106556,0.25,2.09
1106571,0.25,2.09
1107539,0.25,2.09
1107553,0.25,2.09
1107568,0.20,2.03
1108533,0.20,2.03
1108547,0.20,2.03
1108561,0.20,2.03
1109526,0.17,2.07
1109540,0.17,2.07
1109555,0.17,2.07
1109569,0.17,2.07
1110538,0.13,2.04
1110553,0.13,2.04
1110567,0.13,2.04
1111532,0.13,2.04
1111546,0.09,2.13
1111561,0.09,2.13
1112526,0.09,2.13
1112540,0.09,2.06
1112554,0.06,2.06
1112568,0.06,2.06
1113538,0.06,2.06
1113552,0.06,1.96
1113566,0.06,1.96
1114529,0.06,1.96
1114543,0.06,1.96
1114557,0.03,1.88
1114572,0.03,1.88
1115539,0.03,1.88
1115553,0.03,1.88
1115567,0.05,1.83
1116535,0.05,1.83
1116549,0.05,1.83
1116564,0.05,1.83
1117526,0.07,1.88
1117541,0.07,1.88
1117555,0.07,1.88
1117569,0.07,1.88
1118538,0.10,1.96
1118553,0.10,1.96
1118567,0.10,1.96
1119533,0.10,1.96
1119547,0.13,1.83
1119562,0.13,1.83
1120526,0.13,1.83
1120541,0.13,1.83
1120555,0.18,1.76
1120570,0.18,1.76
1121539,0.18,1.76
1121553,0.23,1.74
1121568,0.23,1.74
1122532,0.23,1.74
1122547,0.23,1.74
1122562,0.27,1.70
1122576,0.27,1.70
1123539,0.27,1.70
1123553,0.27,1.70
1123567,0.32,1.88
1124539,0.32,1.88
1124554,0.32,1.88
1124569,0.32,1.88
1125526,0.36,1.91
1125541,0.36,1.91
1125556,0.36,1.91
1125570,0.36,1.91
1126539,0.40,1.97
1126553,0.40,1.97
1126568,0.40,1.97
1127533,0.40,1.97
1127547,0.43,1.88
1127562,0.43,1.88
1128526,0.43,1.88
1128541,0.43,1.88
1128556,0.47,1.99
1128571,0.47,1.99
1129539,0.47,1.99
1129554,0.47,1.96
1129569,0.51,1.96
1130533,0.51,1.96
1130548,0.51,1.96
1130562,0.55,1.96
1131525,0.55,1.96
1131540,0.55,1.96
1131555,0.55,1.96
1131570,0.58,1.95
1132539,0.58,1.95
1132554,0.58,1.95
1132569,0.58,1.95
1133529,0.62,1.91
1133543,0.62,1.91
1133558,0.62,1.91
1133573,0.62,1.91
1134539,0.66,1.99
1134554,0.66,1.99
1134569,0.66,1.99
1135536,0.66,1.99
1135550,0.70,2.13
1135565,0.70,2.13
1136526,0.70,2.13
1136541,0.70,2.13
1136555,0.74,2.14
1136570,0.74,2.14
1137540,0.74,2.14
1137555,0.74,2.14
1137570,0.77,2.12
1138532,0.77,2.12
1138547,0.77,2.12
1138562,0.82,1.95
1139526,0.82,1.95
1139541,0.82,1.95
1139556,0.82,1.95
1139571,0.86,1.88
1140539,0.86,1.88
1140554,0.86,1.88
1140569,0.86,1.88
1141533,0.89,1.91
1141548,0.89,1.91
1141562,0.89,1.91
1141577,0.89,1.91
1142539,0.92,1.97
1142554,0.92,1.97
1142569,0.92,1.97
1143539,0.92,1.97
1143554,0.94,2.08
1143568,0.94,2.08
1144526,0.94,2.08
1144541,0.94,2.08
1144555,0.95,2.13
1144570,0.95,2.13
1145540,0.95,2.13
1145555,0.95,2.13
1145570,0.94,2.01
1146533,0.94,2.01
1146547,0.94,2.01
1146562,0.94,1.89
1147527,0.92,1.89
1147542,0.92,1.89
1147556,0.92,1.89
1147571,0.89,1.87
1148540,0.89,1.87
1148554,0.89,1.87
1148569,0.89,1.87
1149533,0.83,1.93
1149548,0.83,1.93
1149563,0.83,1.93
1150526,0.83,1.93
1150541,0.79,1.79
1150556,0.79,1.79
1150570,0.79,1.79
1151539,0.79,1.79
1151554,0.74,1.68
1151568,0.74,1.68
1152529,0.74,1.68
1152544,0.74,1.68
1152559,0.70,1.81
1152573,0.70,1.81
1153539,0.70,1.81
1153553,0.70,1.81
1153568,0.65,1.78
1154536,0.65,1.78
1154551,0.65,1.78
1154566,0.65,1.78
1155526,0.61,1.69
1155541,0.61,1.69
1155556,0.61,1.69
1155571,0.57,1.82
1156539,0.57,1.82
1156554,0.57,1.82
1156569,0.57,1.82
1157533,0.53,1.80
1157547,0.53,1.80
1157562,0.53,1.80
1158526,0.53,1.80
1158541,0.50,1.96
1158555,0.50,1.96
1158569,0.50,1.96
1159539,0.50,1.96
1159553,0.46,1.95
1159568,0.46,1.95
1160533,0.46,1.95
1160548,0.46,1.95
1160563,0.43,2.02
1160577,0.43,2.02
1161539,0.43,2.02
1161554,0.43,2.02
1161568,0.38,2.06
1162538,0.38,2.06
1162553,0.38,2.06
1162567,0.38,2.06
1163526,0.35,2.07
1163541,0.35,2.07
1163555,0.35,2.07
1163570,0.35,1.95
1164539,0.31,1.95
1164554,0.31,1.95
1164569,0.31,1.95
1165533,0.27,1.82
1165548,0.27,1.82
1165562,0.27,1.82
1166526,0.27,1.82
1166541,0.23,1.83
1166556,0.23,1.83
1166571,0.23,1.83
1167539,0.23,1.83
1167554,0.19,1.87
1167569,0.19,1.87
1168533,0.19,1.87
1168547,0.19,1.87
1168562,0.15,1.77
1169526,0.15,1.77
1169541,0.15,1.77
1169556,0.15,1.77
1169571,0.12,1.85
1170539,0.12,1.85
1170554,0.12,1.85
1170569,0.12,1.85
1171529,0.08,1.95
1171544,0.08,1.95
1171558,0.08,1.95
1171573,0.08,1.95
1172539,0.06,1.96
1172554,0.06,1.96
1172568,0.06,1.96
1173535,0.04,1.86
1173549,0.04,1.86
1173564,0.04,1.86
1174526,0.04,1.86
1174541,0.04,1.90
1174555,0.04,1.90
1174569,0.04,1.90
1175538,0.04,1.90
1175552,0.05,1.92
1175567,0.05,1.92
1176533,0.05,1.92
1176548,0.05,1.92
1176562,0.07,1.91
1177526,0.07,1.91
1177540,0.07,1.91
1177554,0.07,1.91
1177569,0.10,2.04
1178539,0.10,2.04
1178553,0.10,2.04
1178567,0.10,2.04
1179533,0.14,2.04
1179547,0.14,2.04
1179562,0.14,2.04
1179576,0.14,2.04
1180540,0.19,2.02
1180554,0.19,2.02
1180568,0.19,2.02
1181538,0.19,2.06
1181553,0.24,2.06
1181567,0.24,2.06
1182526,0.24,2.06
1182541,0.28,2.04
1182555,0.28,2.04
1182570,0.28,2.04
1183539,0.28,2.04
1183553,0.32,2.05
1183568,0.32,2.05
1184533,0.32,2.05
1184548,0.32,2.05
1184562,0.37,2.10
1185527,0.37,2.10
1185541,0.37,2.10
1185556,0.37,2.10
1185570,0.41,2.15
1186540,0.41,2.15
1186555,0.41,2.15
1186570,0.41,2.15
1187533,0.45,2.12
1187548,0.45,2.12
1187563,0.45,2.12
1188526,0.45,2.12
1188541,0.48,2.16
1188556,0.48,2.16
1188571,0.48,2.16
1189539,0.48,2.16
1189554,0.52,2.17
1189569,0.52,2.17
1190530,0.52,2.17
1190544,0.56,2.12
1190559,0.56,2.12
1190574,0.56,2.12
1191539,0.56,2.12
1191554,0.60,2.10
1191568,0.60,2.10
1192535,0.60,2.10
1192549,0.60,2.10
1192563,0.63,2.12
1193527,0.63,2.12
1193542,0.63,2.12
1193557,0.63,2.12
1193572,0.67,1.95
1194540,0.67,1.95
1194555,0.67,1.95
1194570,0.67,1.95
1195534,0.71,1.91
1195549,0.71,1.91
1195563,0.71,1.91
1196526,0.71,1.91
1196541,0.75,1.88
1196556,0.75,1.88
1196571,0.75,1.88
1197539,0.75,1.88
1197554,0.79,1.85
1197569,0.79,1.85
1198533,0.79,1.85
1198548,0.79,1.78
1198562,0.83,1.78
1198577,0.83,1.78
1199540,0.83,1.78
1199555,0.82,1.90
1199569,0.82,1.90
1200539,0.82,1.90
1200554,0.82,1.90
1200568,0.90,2.08
1201526,0.90,2.08
1201541,0.90,2.08
1201554,0.90,2.08
1201569,0.93,1.93
1202540,0.93,1.93
1202555,0.93,1.93
1202570,0.93,1.93
1203534,0.94,1.88
1203548,0.94,1.88
1203563,0.94,1.88
1204526,0.94,1.88
1204541,0.94,1.98
1204556,0.94,1.98
1204571,0.94,1.98
1205540,0.94,1.98
1205555,0.93,1.86
1205570,0.93,1.86
1206534,0.93,1.86
1206549,0.93,1.86
1206564,0.91,1.87
1207526,0.91,1.87
1207541,0.91,1.87
1207556,0.87,1.92
1207571,0.87,1.92
1208539,0.87,1.92
1208554,0.87,1.92
1208569,0.83,2.01
1209529,0.83,2.01
1209544,0.83,2.01
1209558,0.83,2.01
1209573,0.78,2.12
1210540,0.78,2.12
1210555,0.78,2.12
1210570,0.78,2.12
1211536,0.73,2.02
1211550,0.73,2.02
1211565,0.73,2.02
1212526,0.73,2.02
1212541,0.69,1.94
1212556,0.69,1.94
1212570,0.69,1.94
1213540,0.69,1.94
1213555,0.64,1.76
1213570,0.64,1.76
1214534,0.64,1.76
1214548,0.64,1.76
1214563,0.60,1.86
1215527,0.60,1.86
1215541,0.60,1.86
1215555,0.60,1.81
1215570,0.56,1.81
1216539,0.56,1.81
1216554,0.56,1.81
1216569,0.53,1.73
1217533,0.53,1.73
1217548,0.53,1.73
1217563,0.53,1.73
1217578,0.48,1.60
1218539,0.48,1.60
1218553,0.48,1.60
1218568,0.48,1.60
1219539,0.46,1.63
1219554,0.46,1.63
1219569,0.46,1.63
1220527,0.46,1.63
1220542,0.41,1.68
1220557,0.41,1.68
1220572,0.41,1.68
1221540,0.41,1.68
1221555,0.38,1.85
1221570,0.38,1.85
1222533,0.38,1.85
1222548,0.38,1.85
1222563,0.34,1.83
1223527,0.34,1.83
1223542,0.34,1.83
1223557,0.34,1.83
1223572,0.30,1.90
1224539,0.30,1.90
1224553,0.30,1.90
1224567,0.26,2.07
1225533,0.26,2.07
1225547,0.26,2.07
1225562,0.26,2.07
1226526,0.22,1.98
1226541,0.22,1.98
1226556,0.22,1.98
1226571,0.22,1.98
1227539,0.18,1.96
1227554,0.18,1.96
1227569,0.18,1.96
1228529,0.18,1.96
1228544,0.14,1.98
1228559,0.14,1.98
1228574,0.14,1.98
1229540,0.14,1.98
1229555,0.11,1.89
1229570,0.11,1.89
1230536,0.11,1.89
1230550,0.11,1.89
1230565,0.08,1.85
1231527,0.08,1.85
1231541,0.08,1.85
1231555,0.08,1.85
1231570,0.05,1.93
1232539,0.05,1.93
1232553,0.05,1.93
1232568,0.05,1.85
1233533,0.04,1.85
1233548,0.04,1.85
1233562,0.04,1.85
1234527,0.04,1.97
1234541,0.04,1.97
1234555,0.04,1.97
1234570,0.04,1.97
1235539,0.05,1.90
1235553,0.05,1.90
1235567,0.05,1.90
1236533,0.05,1.90
1236547,0.07,1.87
1236561,0.07,1.87
1236576,0.07,1.87
1237539,0.07,1.87
1237553,0.11,2.00
1237567,0.11,2.00
1238538,0.11,2.00
1238552,0.11,2.00
1238566,0.16,2.09
1239527,0.16,2.09
1239542,0.16,2.09
1239556,0.16,2.09
1239570,0.20,2.11
1240539,0.20,2.11
1240554,0.20,2.11
1240568,0.20,2.11
1241534,0.25,2.07
1241548,0.25,2.07
1241563,0.25,2.07
1242526,0.29,2.19
1242541,0.29,2.19
1242556,0.29,2.19
1242571,0.29,2.19
1243539,0.34,2.07
1243554,0.34,2.07
1243568,0.34,2.07
1244533,0.34,2.07
1244548,0.38,1.99
1244563,0.38,1.99
1245526,0.38,1.99
1245541,0.38,1.99
1245556,0.42,1.92
1245571,0.42,1.92
1246539,0.42,1.92
1246554,0.42,1.92
1246569,0.46,1.88
1247530,0.46,1.88
1247545,0.46,1.88
1247559,0.46,1.88
1247574,0.50,1.90
1248539,0.50,1.90
1248553,0.50,1.90
1248567,0.50,1.90
1249536,0.53,1.97
1249551,0.53,1.97
1249566,0.53,1.97
1250527,0.53,1.93
1250542,0.57,1.93
1250557,0.57,1.93
1250572,0.57,1.93
1251540,0.61,1.85
1251555,0.61,1.85
1251570,0.61,1.85
1252534,0.61,1.85
1252549,0.64,1.81
1252564,0.64,1.81
1253527,0.64,1.81
1253541,0.64,1.81
1253556,0.69,1.82
1253571,0.69,1.82
1254539,0.69,1.82
1254554,0.69,1.82
1254569,0.72,1.83
1255533,0.72,1.83
1255548,0.72,1.83
1255563,0.72,1.83
1255578,0.76,1.78
1256540,0.76,1.78
1256555,0.76,1.78
1256570,0.76,1.78
1257539,0.80,1.89
1257554,0.80,1.89
1257568,0.80,1.89
1258527,0.80,1.89
1258541,0.84,1.84
1258556,0.84,1.84
1258571,0.84,1.84
1259540,0.88,1.95
1259555,0.88,1.95
1259570,0.88,1.95
1260534,0.88,1.95
1260549,0.90,1.96
1260563,0.90,1.96
1261527,0.90,1.96
1261541,0.90,1.96
1261555,0.93,1.82
1261570,0.93,1.82
1262540,0.93,1.82
1262555,0.93,1.82
1262570,0.94,1.89
1263533,0.94,1.89
1263548,0.94,1.89
1263563,0.94,1.89
1264526,0.94,2.08
1264541,0.94,2.08
1264555,0.94,2.08
1264569,0.94,2.08
1265540,0.92,2.07
1265554,0.92,2.07
1265569,0.92,2.07
1266530,0.92,2.07
1266544,0.89,2.03
1266559,0.89,2.03
1266573,0.89,2.03
1267540,0.89,1.91
1267555,0.85,1.91
1267570,0.85,1.91
1268537,0.85,1.91
1268552,0.81,1.85
1268567,0.81,1.85
1269527,0.81,1.85
1269542,0.81,1.85
1269557,0.76,1.86
1269572,0.76,1.86
1270540,0.76,1.86
1270555,0.76,1.86
1270570,0.72,1.81
1271534,0.72,1.81
1271548,0.72,1.81
1271563,0.72,1.81
1272527,0.67,1.82
1272542,0.67,1.82
1272557,0.67,1.82
1272572,0.67,1.82
1273540,0.63,1.73
1273555,0.63,1.73
1273570,0.63,1.73
1274534,0.63,1.73
1274548,0.59,1.73
1274563,0.59,1.73
1274578,0.59,1.73
1275540,0.59,1.73
1275555,0.55,1.79
1275570,0.55,1.79
1276540,0.55,1.79
1276555,0.51,1.84
1276570,0.51,1.84
1277527,0.51,1.84
1277542,0.51,1.84
1277556,0.48,1.86
1277571,0.48,1.86
1278541,0.48,1.86
1278555,0.48,1.86
1278570,0.44,2.01
1279534,0.44,2.01
1279548,0.44,2.01
1279563,0.44,2.01
1280527,0.40,1.96
1280541,0.40,1.96
1280556,0.40,1.96
1280570,0.40,1.96
1281539,0.37,1.92
1281554,0.37,1.92
1281569,0.37,1.92
1282534,0.37,1.92
1282549,0.33,1.92
1282564,0.33,1.92
1283527,0.33,1.92
1283542,0.33,1.92
1283556,0.29,1.83
1283571,0.29,1.83
1284540,0.29,1.83
1284554,0.29,1.88
1284569,0.25,1.88
1285530,0.25,1.88
1285545,0.25,1.88
1285560,0.21,1.80
1285574,0.21,1.80
1286540,0.21,1.80
1286554,0.21,1.80
1286568,0.15,1.89
1287537,0.15,1.89
1287551,0.15,1.89
1287566,0.15,1.89
1288528,0.14,1.89
1288542,0.14,1.89
1288557,0.14,1.89
1288572,0.14,1.89
1289541,0.09,1.75
1289555,0.09,1.75
1289569,0.09,1.75
1290534,0.09,1.75
1290548,0.06,1.80
1290562,0.06,1.80
1291526,0.06,1.80
1291540,0.06,1.80
1291554,0.04,1.90
1291568,0.04,1.90
1292539,0.04,1.90
1292553,0.04,1.90
1292567,0.03,2.02
1293533,0.03,2.02
1293547,0.03,2.02
1293561,0.03,1.89
1293576,0.03,1.89
1294540,0.03,1.89
1294555,0.03,1.89
1294569,0.05,2.01
1295539,0.05,2.01
1295552,0.05,2.01
1295566,0.05,2.01
1296527,0.08,2.00
1296541,0.08,2.00
1296554,0.08,2.00
1296568,0.08,2.00
1297539,0.12,1.99
1297554,0.12,1.99
1297569,0.12,1.99
1298534,0.12,1.99
1298549,0.17,2.14
1298564,0.17,2.14
1299528,0.17,2.14
1299542,0.17,2.14
1299557,0.22,2.08
1299572,0.22,2.08
1300540,0.22,2.08
1300554,0.22,2.08
1300569,0.26,2.08
1301533,0.26,2.08
1301548,0.26,2.08
1301562,0.26,2.07
1302527,0.31,2.07
1302542,0.31,2.07
1302556,0.31,2.07
1302571,0.35,2.17
1303540,0.35,2.17
1303555,0.35,2.17
1303570,0.35,2.17
1304530,0.39,2.13
1304545,0.39,2.13
1304560,0.39,2.13
1304575,0.39,2.13
1305540,0.43,2.06
1305555,0.43,2.06
1305569,0.43,2.06
